,City,Approx. Latitude,Approx. Longitude
584,payo,16.976018201871327,127.66788867140752
585,roseburg,42.82440926719744,-123.59934172101102
586,tornio,66.91090856697897,23.385695607787454
587,kutoarjo,-7.976663730187042,109.83755526657723
588,turhal,40.25008985716215,36.21680060270734
589,kieta,1.3360718419568371,159.5886170178805
590,chom bung,13.588101743288846,99.5422690492934
591,seryshevo,51.318609373664174,128.49250740909542
592,alekseyevsk,59.36861067918815,108.55702605782619
593,veraval,15.338294262285558,66.25133552737122
594,san cristobal,0.8505507599212478,-88.04523469443171
595,beringovskiy,59.776533742129004,178.8269370294168
596,sorvag,63.36978727038462,-10.266121556195088
597,alto araguaia,-17.512174268007385,-53.42091747555709
598,gizo,-6.5915780446411105,157.4411246559946
599,dinard,49.11551369155845,-2.184258627326926
600,ende,-9.353914545396492,121.06271313727564
601,rayong,11.209075069274775,101.22564412561422
602,mikhaylovka,44.148987420379086,71.21081380225806
603,lavrentiya,66.04839397623098,-169.52662074704293
604,tairua,-36.78880509229615,176.35229245420112
605,mecca,23.920569310666437,41.81816817680655
606,comodoro rivadavia,-49.631713547091536,-65.29305782030028
607,sarangani,4.216422986518779,127.37396636008782
608,tecoanapa,5.829863929306697,-102.07665177158651
609,altamira,-3.7637860387258257,-52.408734453093516
610,trairi,-0.8767044205192036,-37.64028162916918
